date,revenue,cogs,day,day_of_week,day_of_year,week_of_year,month,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,orders_cnt,unique_customers,orders_status_cancelled,orders_status_created,orders_status_delivered,orders_status_paid,orders_status_returned,orders_status_shipped,orders_paymethod_apple_pay,orders_paymethod_bank_transfer,orders_paymethod_cod,orders_paymethod_credit_card,orders_paymethod_paypal,orders_device_desktop,orders_device_mobile,orders_device_tablet,orders_source_direct,orders_source_email_campaign,orders_source_organic_search,orders_source_paid_search,orders_source_referral,orders_source_social_media,order_items_rows,distinct_orders_from_items,distinct_products_sold,items_qty_sum,gross_merch_value,discount_total,promo_item_cnt,promo2_item_cnt,est_cogs_from_items,promo_item_ratio,promo2_item_ratio,cat_qty_Casual,cat_qty_GenZ,cat_qty_Outdoor,cat_qty_Streetwear,segment_qty_Activewear,segment_qty_All-weather,segment_qty_Balanced,segment_qty_Everyday,segment_qty_Performance,segment_qty_Premium,segment_qty_Standard,segment_qty_Trendy,size_qty_L,size_qty_M,size_qty_S,size_qty_XL,payment_orders_cnt,payment_value_sum,payment_value_mean,installments_mean,installments_max,installments_1_cnt,installments_2_cnt,installments_3_cnt,installments_6_cnt,installments_12_cnt,payments_method_apple_pay,payments_method_bank_transfer,payments_method_cod,payments_method_credit_card,payments_method_paypal,shipments_cnt,shipping_fee_sum,shipping_fee_mean,delivery_days_mean,delivery_days_median,returns_cnt,return_qty_sum,refund_amount_sum,returned_orders_cnt,returned_products_cnt,return_reason_changed_mind,return_reason_defective,return_reason_late_delivery,return_reason_not_as_described,return_reason_wrong_size,reviews_cnt,avg_rating,median_rating,low_rating_cnt,high_rating_cnt,unique_reviewed_products,unique_review_customers,sessions_total,unique_visitors_total,page_views_total,bounce_rate_mean,avg_session_duration_sec_mean,sessions_source_direct,sessions_source_email_campaign,sessions_source_organic_search,sessions_source_paid_search,sessions_source_referral,sessions_source_social_media,visitors_source_direct,visitors_source_email_campaign,visitors_source_organic_search,visitors_source_paid_search,visitors_source_referral,visitors_source_social_media,unique_customers_from_profile,avg_customer_tenure_days,median_customer_tenure_days,new_customers_same_day,age_group_18-24,age_group_25-34,age_group_35-44,age_group_45-54,age_group_55+,gender_Female,gender_Male,gender_Non-binary,shipping_zip_nunique,shipping_city_nunique,shipping_district_nunique,orders_region_Central,orders_region_East,orders_region_West,stock_on_hand_sum,units_received_sum,units_sold_sum,stockout_days_sum,stockout_flag_sum,overstock_flag_sum,reorder_flag_sum,days_of_supply_mean,fill_rate_mean,sell_through_rate_mean,product_inventory_nunique,is_promo_active,promo_active_cnt,promo_global_cnt,promo_targeted_cnt,promo_global_ratio,promo_discount_mean,promo_global_discount_mean,promo_targeted_discount_mean,promo_intensity,promo_pct_cnt,promo_fixed_cnt,promo_stackable_cnt,promo_outdoor_direct_cnt,promo_outdoor_direct_discount_mean,promo_streetwear_direct_cnt,promo_streetwear_direct_discount_mean,days_to_next_promo_start,days_since_prev_promo_end,is_promo_start_day,is_promo_end_day,is_pre_promo_3d,is_post_promo_3d,is_pre_promo_7d,is_post_promo_7d,net_merch_after_discount,refund_to_gmv_ratio,return_per_order_ratio,promo_item_to_qty_ratio,pages_per_session,visitors_per_session
2014-10-23,3397945.31,2701811.9,23,3,296,43,10,4,2014,0,0,0,0,0,128.0,126.0,7.0,0.0,112.0,2.0,6.0,1.0,10.0,8.0,14.0,78.0,18.0,53.0,54.0,21.0,8.0,19.0,32.0,22.0,21.0,26.0,146.0,128.0,96.0,626.0,3397945.31,0.0,0.0,0.0,2701811.9043239774,0.0,0.0,12.0,2.0,277.0,335.0,245.0,12.0,88.0,191.0,54.0,32.0,2.0,2.0,154.0,189.0,165.0,118.0,128.0,3397945.31,26546.447734375,3.53125,12.0,49.0,2.0,43.0,23.0,11.0,10.0,8.0,14.0,78.0,18.0,126.0,711.9,5.6499999999999995,4.484126984126984,5.0,9.0,21.0,70911.81999999999,9.0,9.0,2.0,2.0,2.0,0.0,3.0,26.0,3.8076923076923075,4.0,3.0,16.0,24.0,26.0,14961.0,11645.0,61683.0,0.00507,311.8,0.0,0.0,0.0,14961.0,0.0,0.0,0.0,0.0,0.0,11645.0,0.0,0.0,126.0,-1709.1640625,-1726.5,0.0,13.0,41.0,33.0,27.0,14.0,63.0,58.0,7.0,123.0,38.0,35.0,27.0,66.0,35.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,27.0,22.0,0,0,0,0,0,0,3397945.31,0.020869029231079646,0.0703125,0.0,4.1229195909364345,0.7783570616937371
2014-10-24,2910624.78,2393219.16,24,4,297,43,10,4,2014,0,0,0,0,0,116.0,116.0,10.0,1.0,90.0,5.0,6.0,4.0,14.0,6.0,20.0,56.0,20.0,47.0,51.0,18.0,12.0,11.0,29.0,34.0,11.0,19.0,127.0,116.0,92.0,561.0,2910624.78,0.0,0.0,0.0,2393219.1632916373,0.0,0.0,25.0,15.0,269.0,252.0,231.0,25.0,73.0,128.0,46.0,38.0,5.0,15.0,127.0,129.0,144.0,161.0,116.0,2910624.78,25091.59293103448,3.3879310344827585,12.0,48.0,0.0,39.0,20.0,9.0,14.0,6.0,20.0,56.0,20.0,120.0,681.11,5.675916666666667,4.525,5.0,8.0,22.0,40629.72,8.0,7.0,0.0,3.0,0.0,2.0,3.0,42.0,4.357142857142857,4.5,0.0,36.0,37.0,42.0,14037.0,11129.0,57829.0,0.00562,272.2,0.0,0.0,14037.0,0.0,0.0,0.0,0.0,0.0,11129.0,0.0,0.0,0.0,116.0,-1639.2068965517242,-1858.0,0.0,17.0,33.0,28.0,22.0,16.0,67.0,47.0,2.0,110.0,39.0,34.0,30.0,47.0,39.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,26.0,23.0,0,0,0,0,0,0,2910624.78,0.013959106058321954,0.06896551724137931,0.0,4.119754933390325,0.7928332264728931
2014-10-25,3710088.5,3052761.25,25,5,298,43,10,4,2014,1,0,0,0,0,155.0,152.0,15.0,0.0,134.0,0.0,6.0,0.0,18.0,10.0,16.0,77.0,34.0,65.0,63.0,27.0,14.0,26.0,40.0,24.0,16.0,35.0,168.0,155.0,105.0,732.0,3710088.5,0.0,0.0,0.0,3052761.2549875844,0.0,0.0,26.0,28.0,338.0,340.0,289.0,26.0,98.0,153.0,84.0,49.0,5.0,28.0,189.0,139.0,188.0,216.0,155.0,3710088.5,23936.05483870968,3.6516129032258067,12.0,62.0,0.0,54.0,21.0,18.0,18.0,10.0,16.0,77.0,34.0,111.0,576.27,5.191621621621621,4.342342342342342,4.0,10.0,37.0,232720.16999999998,10.0,10.0,3.0,2.0,1.0,1.0,3.0,34.0,3.7941176470588234,4.0,5.0,20.0,32.0,34.0,14637.0,11786.0,73636.0,0.00429,137.4,0.0,0.0,0.0,0.0,0.0,14637.0,0.0,0.0,0.0,0.0,0.0,11786.0,152.0,-1568.1290322580646,-1693.0,0.0,20.0,55.0,37.0,24.0,19.0,73.0,79.0,3.0,147.0,38.0,34.0,28.0,84.0,43.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,25.0,24.0,0,0,0,0,0,0,3710088.5,0.06272631232381654,0.06451612903225806,0.0,5.030812324929972,0.8052196488351439
2014-10-26,3332635.64,2620840.72,26,6,299,43,10,4,2014,1,0,0,0,0,154.0,153.0,9.0,1.0,127.0,6.0,8.0,3.0,13.0,5.0,24.0,91.0,21.0,47.0,82.0,25.0,13.0,19.0,35.0,30.0,12.0,45.0,171.0,154.0,115.0,740.0,3332635.64,0.0,0.0,0.0,2620840.7204976375,0.0,0.0,37.0,19.0,384.0,300.0,338.0,28.0,67.0,131.0,83.0,55.0,19.0,19.0,179.0,142.0,185.0,234.0,154.0,3332635.64,21640.49116883117,3.9285714285714284,12.0,62.0,0.0,43.0,29.0,20.0,13.0,5.0,24.0,91.0,21.0,107.0,467.52,4.369345794392523,4.373831775700935,4.0,9.0,19.0,85320.45,9.0,8.0,1.0,0.0,0.0,4.0,4.0,26.0,3.4615384615384617,4.0,6.0,14.0,26.0,26.0,13360.0,9804.0,50893.0,0.00427,177.6,0.0,0.0,0.0,13360.0,0.0,0.0,0.0,0.0,0.0,9804.0,0.0,0.0,153.0,-1748.6753246753246,-1901.0,0.0,33.0,37.0,43.0,27.0,14.0,77.0,74.0,3.0,151.0,41.0,37.0,33.0,73.0,48.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,24.0,25.0,0,0,0,0,0,0,3332635.64,0.025601493597421886,0.05844155844155844,0.0,3.8093562874251496,0.7338323353293413
2014-10-27,5247620.14,4151809.58,27,0,300,44,10,4,2014,0,0,0,0,0,216.0,214.0,22.0,2.0,170.0,2.0,15.0,5.0,24.0,8.0,36.0,121.0,27.0,90.0,94.0,32.0,23.0,25.0,62.0,41.0,27.0,38.0,254.0,216.0,135.0,1156.0,5247620.14,0.0,0.0,0.0,4151809.5802912093,0.0,0.0,11.0,31.0,640.0,474.0,554.0,11.0,88.0,241.0,123.0,86.0,22.0,31.0,270.0,314.0,279.0,293.0,216.0,5247620.14,24294.537685185183,3.4675925925925926,12.0,86.0,0.0,71.0,43.0,16.0,24.0,8.0,36.0,121.0,27.0,155.0,836.76,5.398451612903226,4.7290322580645165,5.0,8.0,30.0,103981.21,8.0,8.0,2.0,1.0,0.0,4.0,1.0,28.0,3.857142857142857,4.0,4.0,20.0,25.0,27.0,15039.0,11386.0,50863.0,0.00437,191.4,0.0,0.0,0.0,0.0,0.0,15039.0,0.0,0.0,0.0,0.0,0.0,11386.0,214.0,-1721.236111111111,-1928.0,0.0,25.0,64.0,75.0,31.0,21.0,102.0,105.0,9.0,211.0,42.0,39.0,40.0,104.0,72.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,23.0,26.0,0,0,0,0,0,0,5247620.14,0.019814927000413565,0.037037037037037035,0.0,3.38207327614868,0.7570982113172419
2014-10-28,6122484.1,4933576.08,28,1,301,44,10,4,2014,0,0,0,0,0,250.0,247.0,14.0,0.0,219.0,3.0,11.0,3.0,26.0,12.0,25.0,163.0,24.0,94.0,125.0,31.0,21.0,22.0,66.0,58.0,29.0,54.0,292.0,250.0,162.0,1342.0,6122484.1,0.0,0.0,0.0,4933576.07867258,0.0,0.0,3.0,41.0,745.0,553.0,659.0,3.0,132.0,292.0,107.0,86.0,22.0,41.0,372.0,298.0,303.0,369.0,250.0,6122484.1,24489.9364,3.464,12.0,92.0,0.0,100.0,37.0,21.0,26.0,12.0,25.0,163.0,24.0,185.0,957.71,5.176810810810811,4.313513513513514,4.0,11.0,21.0,152369.33,11.0,9.0,1.0,4.0,2.0,1.0,3.0,29.0,3.6551724137931036,4.0,4.0,17.0,25.0,29.0,14021.0,10144.0,72386.0,0.00396,209.1,0.0,0.0,0.0,14021.0,0.0,0.0,0.0,0.0,0.0,10144.0,0.0,0.0,247.0,-1602.432,-1728.5,0.0,37.0,71.0,72.0,42.0,28.0,129.0,115.0,6.0,237.0,42.0,39.0,55.0,113.0,82.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,22.0,27.0,0,0,0,0,0,0,6122484.1,0.024886847807412026,0.044,0.0,5.162684544611654,0.7234861992725198
2014-10-29,6191276.35,4949513.22,29,2,302,44,10,4,2014,0,0,0,0,0,250.0,245.0,26.0,4.0,199.0,4.0,12.0,5.0,23.0,12.0,32.0,135.0,48.0,92.0,114.0,44.0,25.0,22.0,74.0,56.0,20.0,53.0,274.0,250.0,160.0,1263.0,6191276.35,0.0,0.0,0.0,4949513.22324085,0.0,0.0,17.0,23.0,663.0,560.0,564.0,17.0,136.0,280.0,122.0,99.0,22.0,23.0,298.0,300.0,297.0,368.0,250.0,6191276.35,24765.105399999997,3.58,12.0,103.0,0.0,80.0,42.0,25.0,23.0,12.0,32.0,135.0,48.0,181.0,760.13,4.199613259668508,4.447513812154696,4.0,10.0,26.0,184716.25,10.0,10.0,3.0,4.0,0.0,0.0,3.0,27.0,4.0,4.0,3.0,19.0,25.0,27.0,15156.0,11304.0,81976.0,0.00445,286.2,0.0,0.0,0.0,0.0,0.0,15156.0,0.0,0.0,0.0,0.0,0.0,11304.0,245.0,-1641.04,-1744.5,0.0,38.0,73.0,72.0,35.0,32.0,130.0,110.0,10.0,240.0,42.0,39.0,62.0,111.0,77.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,21.0,28.0,0,0,0,0,0,0,6191276.35,0.029834922487347867,0.04,0.0,5.4088149907627345,0.7458432304038005
2014-10-30,6250389.79,4894988.48,30,3,303,44,10,4,2014,0,0,0,0,0,247.0,247.0,27.0,7.0,193.0,4.0,12.0,4.0,26.0,13.0,38.0,139.0,31.0,102.0,111.0,34.0,26.0,33.0,71.0,53.0,22.0,42.0,299.0,247.0,164.0,1307.0,6250389.79,0.0,0.0,0.0,4894988.477492656,0.0,0.0,25.0,24.0,741.0,517.0,686.0,25.0,148.0,297.0,47.0,55.0,25.0,24.0,338.0,362.0,274.0,333.0,247.0,6250389.79,25305.22182186235,3.327935222672065,12.0,105.0,0.0,81.0,43.0,18.0,26.0,13.0,38.0,139.0,31.0,226.0,1135.19,5.022964601769912,4.619469026548672,5.0,7.0,14.0,74090.13,7.0,7.0,1.0,2.0,0.0,0.0,4.0,32.0,4.375,5.0,0.0,26.0,27.0,32.0,11932.0,8733.0,43393.0,0.00367,249.9,0.0,0.0,11932.0,0.0,0.0,0.0,0.0,0.0,8733.0,0.0,0.0,0.0,247.0,-1544.5506072874493,-1639.0,0.0,34.0,79.0,63.0,36.0,35.0,126.0,109.0,12.0,240.0,42.0,39.0,53.0,117.0,77.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,20.0,29.0,0,0,0,0,0,0,6250389.79,0.011853681528556318,0.02834008097165992,0.0,3.6366912504190414,0.7318974187060007
2014-10-31,4687679.79,3734196.88,31,4,304,44,10,4,2014,0,0,1,0,0,207.0,203.0,14.0,2.0,172.0,2.0,12.0,5.0,18.0,16.0,29.0,110.0,34.0,83.0,96.0,28.0,17.0,26.0,52.0,45.0,25.0,42.0,237.0,207.0,139.0,1019.0,4687679.79,0.0,0.0,0.0,3734196.8818279603,0.0,0.0,16.0,15.0,588.0,400.0,499.0,16.0,95.0,169.0,133.0,89.0,3.0,15.0,247.0,320.0,227.0,225.0,207.0,4687679.79,22645.79608695652,3.927536231884058,12.0,78.0,0.0,59.0,47.0,23.0,18.0,16.0,29.0,110.0,34.0,219.0,849.8,3.8803652968036526,4.648401826484018,5.0,12.0,38.0,234147.31,12.0,12.0,0.0,2.0,2.0,1.0,7.0,23.0,4.173913043478261,4.0,2.0,18.0,19.0,23.0,12268.0,9791.0,56527.0,0.00458,291.0,0.0,12268.0,0.0,0.0,0.0,0.0,0.0,9791.0,0.0,0.0,0.0,0.0,203.0,-1752.6618357487923,-1925.0,0.0,32.0,60.0,54.0,33.0,28.0,98.0,103.0,6.0,195.0,40.0,35.0,46.0,92.0,69.0,67758.0,8558.0,7344.0,572.0,325.0,382.0,0.0,481.896,0.9598599999999999,0.14890042105263157,475.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,19.0,30.0,0,0,0,0,0,0,4687679.79,0.049949510309875496,0.057971014492753624,0.0,4.607678513205086,0.7980925986305837
2014-11-01,4474322.51,3463929.06,1,5,305,44,11,4,2014,1,1,0,0,0,173.0,173.0,12.0,3.0,144.0,4.0,7.0,3.0,25.0,6.0,21.0,95.0,26.0,78.0,75.0,20.0,10.0,19.0,63.0,26.0,21.0,34.0,194.0,173.0,131.0,885.0,4474322.51,0.0,0.0,0.0,3463929.0641264734,0.0,0.0,13.0,29.0,439.0,404.0,372.0,13.0,92.0,229.0,80.0,67.0,3.0,29.0,232.0,254.0,198.0,201.0,173.0,4474322.51,25863.135895953757,3.2947976878612715,12.0,72.0,0.0,60.0,29.0,12.0,25.0,6.0,21.0,95.0,26.0,181.0,1064.26,5.879889502762431,4.596685082872928,5.0,2.0,6.0,44365.97,2.0,2.0,1.0,0.0,1.0,0.0,0.0,26.0,3.769230769230769,4.0,3.0,18.0,26.0,26.0,12350.0,9430.0,59845.0,0.00396,132.8,0.0,0.0,0.0,0.0,0.0,12350.0,0.0,0.0,0.0,0.0,0.0,9430.0,173.0,-1547.0693641618498,-1636.0,0.0,19.0,55.0,43.0,36.0,20.0,92.0,75.0,6.0,170.0,41.0,38.0,42.0,80.0,51.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,18.0,31.0,0,0,0,0,0,0,4474322.51,0.009915684419449684,0.011560693641618497,0.0,4.845748987854251,0.7635627530364373
2014-11-02,3503909.61,2759213.27,2,6,306,44,11,4,2014,1,0,0,0,0,123.0,122.0,10.0,1.0,92.0,6.0,11.0,3.0,11.0,14.0,21.0,65.0,12.0,49.0,59.0,15.0,11.0,13.0,40.0,17.0,13.0,29.0,137.0,123.0,102.0,623.0,3503909.61,0.0,0.0,0.0,2759213.267155453,0.0,0.0,0.0,25.0,276.0,322.0,224.0,0.0,91.0,172.0,59.0,52.0,0.0,25.0,118.0,146.0,148.0,211.0,123.0,3503909.61,28487.07,3.7642276422764227,12.0,52.0,0.0,35.0,21.0,15.0,11.0,14.0,21.0,65.0,12.0,161.0,748.39,4.648385093167702,4.577639751552795,5.0,15.0,55.0,288790.6,14.0,14.0,3.0,8.0,0.0,0.0,4.0,24.0,4.0,4.0,4.0,18.0,22.0,24.0,9858.0,7662.0,48176.0,0.00479,213.1,9858.0,0.0,0.0,0.0,0.0,0.0,7662.0,0.0,0.0,0.0,0.0,0.0,122.0,-1539.1300813008131,-1666.0,0.0,15.0,33.0,34.0,27.0,14.0,52.0,66.0,5.0,121.0,36.0,35.0,33.0,65.0,25.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,17.0,32.0,0,0,0,0,0,0,3503909.61,0.0824195347893121,0.12195121951219512,0.0,4.886995333739095,0.7772367620206938
2014-11-03,2511155.37,1925980.79,3,0,307,45,11,4,2014,0,0,0,0,0,104.0,101.0,11.0,0.0,85.0,1.0,4.0,3.0,9.0,6.0,14.0,62.0,13.0,38.0,49.0,17.0,3.0,11.0,39.0,21.0,10.0,20.0,116.0,104.0,87.0,502.0,2511155.37,0.0,0.0,0.0,1925980.7914996431,0.0,0.0,10.0,15.0,247.0,230.0,192.0,10.0,56.0,82.0,82.0,55.0,10.0,15.0,118.0,144.0,87.0,153.0,104.0,2511155.37,24145.724711538463,3.375,12.0,45.0,0.0,34.0,16.0,9.0,9.0,6.0,14.0,62.0,13.0,121.0,556.48,4.59900826446281,4.4958677685950414,5.0,9.0,22.0,102983.75,9.0,9.0,2.0,1.0,1.0,0.0,5.0,29.0,4.206896551724138,5.0,2.0,22.0,26.0,29.0,9271.0,7343.0,50990.0,0.00336,281.7,0.0,0.0,9271.0,0.0,0.0,0.0,0.0,0.0,7343.0,0.0,0.0,0.0,101.0,-1505.1057692307693,-1662.0,0.0,12.0,31.0,27.0,21.0,13.0,46.0,52.0,6.0,95.0,37.0,34.0,34.0,42.0,28.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,16.0,33.0,0,0,0,0,0,0,2511155.37,0.04101050505688145,0.08653846153846154,0.0,5.499946068385287,0.7920396936684284
2014-11-04,1758772.81,1413005.18,4,1,308,45,11,4,2014,0,0,0,0,0,64.0,64.0,7.0,1.0,50.0,1.0,4.0,1.0,6.0,7.0,12.0,28.0,11.0,25.0,31.0,8.0,5.0,15.0,14.0,11.0,4.0,15.0,70.0,64.0,55.0,297.0,1758772.81,0.0,0.0,0.0,1413005.1786264183,0.0,0.0,9.0,0.0,127.0,161.0,105.0,9.0,49.0,68.0,43.0,22.0,1.0,0.0,86.0,56.0,62.0,93.0,64.0,1758772.81,27480.82515625,3.34375,12.0,34.0,0.0,12.0,12.0,6.0,6.0,7.0,12.0,28.0,11.0,116.0,503.65,4.341810344827586,4.413793103448276,4.0,13.0,23.0,127601.16,13.0,11.0,2.0,1.0,1.0,2.0,7.0,25.0,3.84,4.0,3.0,18.0,22.0,25.0,12479.0,9521.0,50077.0,0.00322,230.8,0.0,0.0,12479.0,0.0,0.0,0.0,0.0,0.0,9521.0,0.0,0.0,0.0,64.0,-1723.015625,-1901.0,0.0,7.0,25.0,11.0,15.0,6.0,38.0,23.0,3.0,62.0,30.0,28.0,16.0,32.0,16.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,15.0,34.0,0,0,0,0,0,0,1758772.81,0.07255124668432872,0.203125,0.0,4.012901674813687,0.7629617757833159
2014-11-05,2080412.08,1649512.63,5,2,309,45,11,4,2014,0,0,0,0,0,82.0,82.0,6.0,3.0,62.0,6.0,5.0,0.0,9.0,6.0,10.0,43.0,14.0,29.0,38.0,15.0,5.0,8.0,24.0,20.0,8.0,17.0,91.0,82.0,65.0,404.0,2080412.08,0.0,0.0,0.0,1649512.6273696185,0.0,0.0,12.0,12.0,183.0,197.0,174.0,12.0,48.0,104.0,42.0,9.0,3.0,12.0,92.0,111.0,78.0,123.0,82.0,2080412.08,25370.879024390244,3.2195121951219514,12.0,33.0,0.0,29.0,16.0,4.0,9.0,6.0,10.0,43.0,14.0,90.0,377.19,4.191,4.333333333333333,4.0,6.0,18.0,69875.57,6.0,6.0,4.0,1.0,0.0,0.0,1.0,24.0,4.041666666666667,4.0,3.0,19.0,21.0,24.0,11136.0,8963.0,40264.0,0.00375,210.1,0.0,0.0,11136.0,0.0,0.0,0.0,0.0,0.0,8963.0,0.0,0.0,0.0,82.0,-1606.0975609756097,-1774.5,0.0,7.0,24.0,22.0,19.0,10.0,38.0,40.0,4.0,77.0,35.0,32.0,24.0,35.0,23.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,14.0,35.0,0,0,0,0,0,0,2080412.08,0.03358736986376276,0.07317073170731707,0.0,3.61566091954023,0.8048670977011494
2014-11-06,2338580.92,1815525.82,6,3,310,45,11,4,2014,0,0,0,0,0,91.0,90.0,10.0,1.0,70.0,3.0,6.0,1.0,11.0,4.0,16.0,46.0,14.0,30.0,46.0,15.0,5.0,13.0,28.0,9.0,13.0,23.0,101.0,91.0,83.0,482.0,2338580.92,0.0,0.0,0.0,1815525.8216969636,0.0,0.0,25.0,23.0,235.0,199.0,199.0,25.0,51.0,88.0,45.0,36.0,15.0,23.0,123.0,113.0,139.0,107.0,91.0,2338580.92,25698.691428571427,3.3736263736263736,12.0,40.0,0.0,29.0,14.0,8.0,11.0,4.0,16.0,46.0,14.0,73.0,336.61,4.611095890410959,4.328767123287672,4.0,4.0,13.0,96785.68,4.0,4.0,0.0,0.0,0.0,2.0,2.0,27.0,3.5925925925925926,4.0,4.0,16.0,24.0,27.0,13338.0,9880.0,51475.0,0.00413,243.3,0.0,0.0,13338.0,0.0,0.0,0.0,0.0,0.0,9880.0,0.0,0.0,0.0,90.0,-1604.2307692307693,-1738.0,0.0,14.0,22.0,24.0,18.0,13.0,42.0,45.0,4.0,87.0,35.0,32.0,17.0,41.0,33.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,13.0,36.0,0,0,0,0,0,0,2338580.92,0.041386500322597344,0.04395604395604396,0.0,3.8592742540110963,0.7407407407407407
2014-11-07,2391118.65,1914802.56,7,4,311,45,11,4,2014,0,0,0,0,0,81.0,81.0,6.0,0.0,68.0,2.0,5.0,0.0,9.0,6.0,8.0,49.0,9.0,20.0,46.0,15.0,4.0,10.0,24.0,15.0,10.0,18.0,89.0,81.0,70.0,434.0,2391118.65,0.0,0.0,0.0,1914802.5588612622,0.0,0.0,0.0,11.0,209.0,214.0,176.0,0.0,77.0,80.0,50.0,33.0,7.0,11.0,99.0,125.0,73.0,137.0,81.0,2391118.65,29519.983333333334,3.9135802469135803,12.0,26.0,0.0,29.0,18.0,8.0,9.0,6.0,8.0,49.0,9.0,60.0,443.83,7.397166666666666,4.266666666666667,4.0,12.0,22.0,124097.75,12.0,12.0,1.0,4.0,1.0,2.0,4.0,28.0,4.178571428571429,4.0,1.0,21.0,28.0,28.0,10458.0,7811.0,57426.0,0.00483,207.9,0.0,0.0,0.0,0.0,0.0,10458.0,0.0,0.0,0.0,0.0,0.0,7811.0,81.0,-1638.469135802469,-1961.0,0.0,9.0,26.0,25.0,15.0,6.0,47.0,30.0,4.0,80.0,36.0,31.0,15.0,46.0,20.0,68662.0,8031.0,6936.0,568.0,325.0,391.0,0.0,673.4726495726496,0.9595423076923077,0.1435181623931624,468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,12.0,37.0,0,0,0,0,0,0,2391118.65,0.05189945300288633,0.14814814814814814,0.0,5.491107286288009,0.7468923312296806
